COORDINATES,ICE
"[102.0, 68.935]",-10.0
"[102.0, 68.7194]",-10.0
"[102.0, 68.5041]",-10.0
"[102.0, 68.2888]",-10.0
"[103.0, 68.0736]",-10.0
"[103.0, 67.8586]",-10.0
"[103.0, 67.6437]",-10.0
"[103.0, 67.4289]",-10.0
"[103.0, 67.2143]",-10.0
"[103.0, 66.9998]",-10.0
"[103.0, 66.7854]",-10.0
"[103.0, 66.5711]",-10.0
"[103.0, 66.357]",-10.0
"[103.0, 66.1431]",-10.0
"[103.0, 65.9293]",-10.0
"[103.0, 65.7156]",-10.0
"[103.0, 65.5021]",-10.0
"[103.0, 65.2887]",-10.0
"[103.0, 65.0755]",-10.0
"[103.0, 64.8624]",-10.0
"[103.0, 64.6495]",-10.0
"[104.0, 64.4368]",-10.0
"[104.0, 64.2242]",-10.0
"[104.0, 64.0118]",-10.0
"[104.0, 63.7995]",-10.0
"[104.0, 63.5874]",-10.0
"[104.0, 63.3755]",-10.0
"[104.0, 63.1637]",-10.0
"[104.0, 62.9521]",-10.0
"[104.0, 62.7407]",-10.0
"[104.0, 62.5294]",-10.0
"[104.0, 62.3183]",-10.0
"[104.0, 62.1074]",-10.0
"[104.0, 61.8967]",-10.0
"[104.0, 61.6861]",-10.0
"[104.0, 61.4758]",-10.0
"[104.0, 61.2656]",-10.0
"[104.0, 61.0556]",-10.0
"[104.0, 60.8458]",-10.0
"[104.0, 60.6361]",-10.0
"[104.0, 60.4267]",-10.0
"[104.0, 60.2174]",-10.0
"[104.0, 60.0084]",-10.0
"[104.0, 59.7995]",-10.0
"[105.0, 59.5908]",-10.0
"[105.0, 59.3824]",-10.0
"[105.0, 59.1741]",-10.0
"[105.0, 58.966]",-10.0
"[105.0, 58.7581]",-10.0
"[105.0, 58.5504]",-10.0
"[105.0, 58.3429]",-10.0
"[105.0, 58.1356]",-10.0
"[105.0, 57.9286]",-10.0
"[105.0, 57.7217]",-10.0
"[105.0, 57.515]",-10.0
"[105.0, 57.3086]",-10.0
"[105.0, 57.1023]",-10.0
"[105.0, 56.8963]",-10.0
"[105.0, 56.6904]",-10.0
"[105.0, 56.4848]",-10.0
"[105.0, 56.2794]",-10.0
"[105.0, 56.0742]",-10.0
"[105.0, 55.8693]",-10.0
"[105.0, 55.6645]",-10.0
"[105.0, 55.46]",-10.0
"[105.0, 55.2557]",-10.0
"[105.0, 55.0516]",-10.0
"[105.0, 54.8477]",-10.0
"[105.0, 54.644]",-10.0
"[105.0, 54.4406]",-10.0
"[105.0, 54.2374]",-10.0
"[105.0, 54.0344]",-10.0
"[105.0, 53.8317]",-10.0
"[105.0, 53.6292]",-10.0
"[105.0, 53.4269]",-10.0
"[105.0, 53.2248]",-10.0
"[105.0, 53.023]",-10.0
"[105.0, 52.8214]",-10.0
"[106.0, 52.62]",-10.0
"[106.0, 52.4188]",-10.0
"[106.0, 52.2179]",-10.0
"[106.0, 52.0173]",-10.0
"[106.0, 51.8168]",-10.0
"[106.0, 51.6166]",-10.0
"[106.0, 51.4167]",-10.0
"[106.0, 51.217]",-10.0
"[106.0, 51.0175]",-10.0
"[106.0, 50.8183]",-10.0
"[106.0, 50.6193]",-10.0
"[106.0, 50.4205]",-10.0
"[106.0, 50.222]",-10.0
"[106.0, 50.0237]",-10.0
"[106.0, 49.8257]",-10.0
"[106.0, 49.6279]",-10.0
"[106.0, 49.4304]",-10.0
"[106.0, 49.2331]",-10.0
"[106.0, 49.0361]",-10.0
"[106.0, 48.8393]",-10.0
"[106.0, 48.6428]",-10.0
"[106.0, 48.4465]",-10.0
"[106.0, 48.2505]",-10.0
"[106.0, 48.0547]",-10.0
"[106.0, 47.8591]",-10.0
"[106.0, 47.6639]",-10.0
"[106.0, 47.4688]",-10.0
"[106.0, 47.2741]",-10.0
"[106.0, 47.0796]",-10.0
"[106.0, 46.8853]",-10.0
"[106.0, 46.6913]",-10.0
"[106.0, 46.4975]",-10.0
"[106.0, 46.3041]",-10.0
"[106.0, 46.1108]",-10.0
"[106.0, 45.9179]",-10.0
"[106.0, 45.7251]",-10.0
"[106.0, 45.5327]",-10.0
"[106.0, 45.3405]",-10.0
"[106.0, 45.1486]",-10.0
"[106.0, 44.9569]",-10.0
"[106.0, 44.7655]",-10.0
"[106.0, 44.5744]",-10.0
"[106.0, 44.3835]",-10.0
"[106.0, 44.1929]",-10.0
"[106.0, 44.0025]",-10.0
"[20.0, 87.5272]",-10.0
"[25.0, 87.5171]",0.0
"[30.0, 87.4867]",0.0
"[35.0, 87.437]",0.0
"[39.0, 87.3689]",0.0
"[44.0, 87.2839]",0.0
"[48.0, 87.1834]",0.0
"[52.0, 87.0692]",0.0
"[56.0, 86.9427]",0.0
"[59.0, 86.8054]",0.0
"[62.0, 86.6586]",0.0
"[65.0, 86.5035]",0.0
"[67.0, 86.3413]",0.0
"[69.0, 86.1727]",0.0
"[71.0, 85.9986]",0.0
"[73.0, 85.8198]",0.0
"[75.0, 85.6367]",0.0
"[77.0, 85.4499]",0.0
"[78.0, 85.2599]",0.0
"[79.0, 85.067]",0.0
"[81.0, 84.8716]",0.0
"[82.0, 84.6739]",0.0
"[83.0, 84.4742]",0.0
"[84.0, 84.2727]",0.0
"[85.0, 84.0696]",0.0
"[86.0, 83.8651]",0.0
"[87.0, 83.6592]",0.0
"[87.0, 83.4523]",0.0
"[88.0, 83.2442]",0.0
"[89.0, 83.0352]",0.0
"[89.0, 82.8254]",0.0
"[90.0, 82.6147]",0.0
"[91.0, 82.4034]",0.0
"[91.0, 82.1914]",0.0
"[92.0, 81.9788]",13.223326
"[92.0, 81.7657]",15.352179
"[93.0, 81.552]",21.904749
"[93.0, 81.338]",21.904749
"[93.0, 81.1235]",12.461626
"[94.0, 80.9086]",-10.0
"[94.0, 80.6934]",-10.0
"[94.0, 80.4779]",-10.0
"[95.0, 80.2621]",-10.0
"[95.0, 80.0461]",21.855923
"[95.0, 79.8298]",-10.0
"[96.0, 79.6133]",-10.0
"[96.0, 79.3966]",-10.0
"[96.0, 79.1797]",-10.0
"[97.0, 78.9626]",10.098404
"[97.0, 78.7455]",11.182361
"[97.0, 78.5281]",11.182361
"[97.0, 78.3107]",11.475323
"[98.0, 78.0931]",11.475323
"[98.0, 77.8755]",11.475323
"[98.0, 77.6578]",11.475323
"[98.0, 77.44]",11.182361
"[98.0, 77.2221]",11.475323
"[99.0, 77.0042]",14.570949
"[99.0, 76.7863]",15.654905
"[99.0, 76.5683]",10.098404
"[99.0, 76.3503]",10.098404
"[99.0, 76.1322]",10.098404
"[99.0, 75.9142]",10.098404
"[100.0, 75.6962]",-10.0
"[100.0, 75.4781]",-10.0
"[100.0, 75.2601]",-10.0
"[100.0, 75.042]",-10.0
"[100.0, 74.824]",-10.0
"[100.0, 74.6061]",-10.0
"[100.0, 74.3881]",-10.0
"[101.0, 74.1702]",-10.0
"[101.0, 73.9523]",-10.0
"[101.0, 73.7345]",-10.0
"[101.0, 73.5167]",-10.0
"[101.0, 73.299]",-10.0
"[101.0, 73.0813]",-10.0
"[101.0, 72.8637]",-10.0
"[101.0, 72.6462]",-10.0
"[101.0, 72.4287]",-10.0
"[102.0, 72.2113]",-10.0
"[102.0, 71.994]",-10.0
"[102.0, 71.7768]",-10.0
"[102.0, 71.5596]",-10.0
"[102.0, 71.3425]",-10.0
"[102.0, 71.1256]",-10.0
"[102.0, 70.9087]",-10.0
"[102.0, 70.6919]",-10.0
"[102.0, 70.4752]",-10.0
"[102.0, 70.2586]",-10.0
"[102.0, 70.0421]",-10.0
"[103.0, 69.8257]",-10.0
"[103.0, 69.6095]",-10.0
"[103.0, 69.3933]",-10.0
"[103.0, 69.1773]",-10.0
"[103.0, 68.9613]",-10.0
"[103.0, 68.7455]",-10.0
"[103.0, 68.5299]",-10.0
"[103.0, 68.3143]",-10.0
"[103.0, 68.0989]",-10.0
"[103.0, 67.8836]",-10.0
"[103.0, 67.6684]",-10.0
"[103.0, 67.4534]",-10.0
"[103.0, 67.2385]",-10.0
"[103.0, 67.0237]",-10.0
"[103.0, 66.8091]",-10.0
"[104.0, 66.5946]",-10.0
"[104.0, 66.3803]",-10.0
"[104.0, 66.1661]",-10.0
"[104.0, 65.952]",-10.0
"[104.0, 65.7382]",-10.0
"[104.0, 65.5244]",-10.0
"[104.0, 65.3108]",-10.0
"[104.0, 65.0974]",-10.0
"[104.0, 64.8841]",-10.0
"[104.0, 64.671]",-10.0
"[104.0, 64.4581]",-10.0
"[104.0, 64.2453]",-10.0
"[104.0, 64.0327]",-10.0
"[104.0, 63.8202]",-10.0
"[104.0, 63.6079]",-10.0
"[104.0, 63.3958]",-10.0
"[104.0, 63.1838]",-10.0
"[104.0, 62.972]",-10.0
"[104.0, 62.7604]",-10.0
"[104.0, 62.549]",-10.0
"[104.0, 62.3377]",-10.0
"[105.0, 62.1267]",-10.0
"[105.0, 61.9158]",-10.0
"[105.0, 61.7051]",-10.0
"[105.0, 61.4945]",-10.0
"[105.0, 61.2842]",-10.0
"[105.0, 61.074]",-10.0
"[105.0, 60.864]",-10.0
"[105.0, 60.6543]",-10.0
"[105.0, 60.4447]",-10.0
"[105.0, 60.2353]",-10.0
"[105.0, 60.0261]",-10.0
"[105.0, 59.817]",-10.0
"[105.0, 59.6082]",-10.0
"[105.0, 59.3996]",-10.0
"[105.0, 59.1912]",-10.0
"[105.0, 58.983]",-10.0
"[105.0, 58.7749]",-10.0
"[105.0, 58.5671]",-10.0
"[105.0, 58.3595]",-10.0
"[105.0, 58.1521]",-10.0
"[105.0, 57.9449]",-10.0
"[105.0, 57.7379]",-10.0
"[105.0, 57.5311]",-10.0
"[105.0, 57.3245]",-10.0
"[105.0, 57.1181]",-10.0
"[105.0, 56.912]",-10.0
"[105.0, 56.706]",-10.0
"[105.0, 56.5003]",-10.0
"[105.0, 56.2948]",-10.0
"[105.0, 56.0895]",-10.0
"[105.0, 55.8844]",-10.0
"[105.0, 55.6795]",-10.0
"[106.0, 55.4749]",-10.0
"[106.0, 55.2704]",-10.0
"[106.0, 55.0662]",-10.0
"[106.0, 54.8622]",-10.0
"[106.0, 54.6585]",-10.0
"[106.0, 54.455]",-10.0
"[106.0, 54.2517]",-10.0
"[106.0, 54.0486]",-10.0
"[106.0, 53.8457]",-10.0
"[106.0, 53.6431]",-10.0
"[106.0, 53.4407]",-10.0
"[106.0, 53.2385]",-10.0
"[106.0, 53.0366]",-10.0
"[106.0, 52.8349]",-10.0
"[106.0, 52.6334]",-10.0
"[106.0, 52.4322]",-10.0
"[106.0, 52.2312]",-10.0
"[106.0, 52.0305]",-10.0
"[106.0, 51.8299]",-10.0
"[106.0, 51.6297]",-10.0
"[106.0, 51.4296]",-10.0
"[106.0, 51.2298]",-10.0
"[106.0, 51.0302]",-10.0
"[106.0, 50.8309]",-10.0
"[106.0, 50.6318]",-10.0
"[106.0, 50.433]",-10.0
"[106.0, 50.2344]",-10.0
"[106.0, 50.0361]",-10.0
"[106.0, 49.838]",-10.0
"[106.0, 49.6401]",-10.0
"[106.0, 49.4425]",-10.0
"[106.0, 49.2451]",-10.0
"[106.0, 49.048]",-10.0
"[106.0, 48.8512]",-10.0
"[106.0, 48.6545]",-10.0
"[106.0, 48.4582]",-10.0
"[106.0, 48.2621]",-10.0
"[106.0, 48.0662]",-10.0
"[106.0, 47.8706]",-10.0
"[106.0, 47.6753]",-10.0
"[106.0, 47.4802]",-10.0
"[106.0, 47.2853]",-10.0
"[106.0, 47.0907]",-10.0
"[106.0, 46.8964]",-10.0
"[106.0, 46.7023]",-10.0
"[106.0, 46.5085]",-10.0
"[106.0, 46.315]",-10.0
"[106.0, 46.1217]",-10.0
"[106.0, 45.9286]",-10.0
"[106.0, 45.7358]",-10.0
"[106.0, 45.5433]",-10.0
"[106.0, 45.3511]",-10.0
"[107.0, 45.1591]",-10.0
"[107.0, 44.9673]",-10.0
"[107.0, 44.7759]",-10.0
"[107.0, 44.5847]",-10.0
"[107.0, 44.3937]",-10.0
"[107.0, 44.2031]",-10.0
"[107.0, 44.0127]",-10.0
"[20.0, 87.752]",-10.0
"[25.0, 87.7408]",0.0
"[31.0, 87.7075]",0.0
"[36.0, 87.653]",0.0
"[41.0, 87.5789]",0.0
"[46.0, 87.4867]",0.0
"[50.0, 87.3785]",0.0
"[54.0, 87.2561]",0.0
"[58.0, 87.1214]",0.0
"[61.0, 86.9759]",0.0
"[65.0, 86.8212]",0.0
"[67.0, 86.6586]",0.0
"[70.0, 86.4891]",0.0
"[72.0, 86.3138]",0.0
"[74.0, 86.1333]",0.0
"[76.0, 85.9485]",0.0
"[77.0, 85.7598]",0.0
"[79.0, 85.5679]",0.0
"[80.0, 85.373]",0.0
"[82.0, 85.1755]",0.0
"[83.0, 84.9759]",0.0
"[84.0, 84.7742]",0.0
"[85.0, 84.5708]",0.0
"[86.0, 84.3658]",0.0
"[87.0, 84.1595]",0.0
"[88.0, 83.9519]",0.0
"[88.0, 83.7432]",0.0
"[89.0, 83.5335]",0.0
"[90.0, 83.3229]",0.0
"[90.0, 83.1115]",0.0
"[91.0, 82.8993]",0.0
"[92.0, 82.6865]",0.0
"[92.0, 82.4732]",0.0
"[93.0, 82.2592]",0.0
"[93.0, 82.0448]",0.0
"[94.0, 81.8299]",13.223326
"[94.0, 81.6146]",21.904749
"[94.0, 81.399]",21.904749
"[95.0, 81.183]",21.904749
"[95.0, 80.9667]",0.0
"[95.0, 80.7501]",-10.0
"[96.0, 80.5333]",-10.0
"[96.0, 80.3163]",-10.0
"[96.0, 80.099]",21.855923
"[97.0, 79.8816]",-10.0
"[97.0, 79.6639]",21.855923
"[97.0, 79.4462]",-10.0
"[97.0, 79.2283]",-10.0
"[98.0, 79.0102]",-10.0
"[98.0, 78.7921]",11.182361
"[98.0, 78.5739]",11.475323
"[98.0, 78.3556]",11.475323
"[99.0, 78.1372]",11.475323
"[99.0, 77.9187]",11.475323
"[99.0, 77.7002]",11.475323
"[99.0, 77.4816]",11.475323
"[99.0, 77.263]",11.475323
"[100.0, 77.0444]",12.05148
"[100.0, 76.8258]",14.570949
"[100.0, 76.6071]",10.098404
"[100.0, 76.3885]",10.098404
"[100.0, 76.1698]",0.0
"[100.0, 75.9512]",-10.0
"[100.0, 75.7325]",-10.0
"[101.0, 75.5139]",-10.0
"[101.0, 75.2953]",-10.0
"[101.0, 75.0768]",-10.0
"[101.0, 74.8582]",-10.0
"[101.0, 74.6398]",-10.0
"[101.0, 74.4213]",-10.0
"[101.0, 74.2029]",-10.0
"[101.0, 73.9846]",-10.0
"[102.0, 73.7663]",-10.0
"[102.0, 73.5481]",-10.0
"[102.0, 73.3299]",-10.0
"[102.0, 73.1118]",-10.0
"[102.0, 72.8938]",-10.0
"[102.0, 72.6759]",-10.0
"[102.0, 72.458]",-10.0
"[102.0, 72.2402]",-10.0
"[102.0, 72.0225]",-10.0
"[102.0, 71.8049]",-10.0
"[103.0, 71.5874]",-10.0
"[103.0, 71.37]",-10.0
"[103.0, 71.1527]",-10.0
"[103.0, 70.9355]",-10.0
"[103.0, 70.7184]",-10.0
"[103.0, 70.5014]",-10.0
"[103.0, 70.2845]",-10.0
"[103.0, 70.0677]",-10.0
"[103.0, 69.851]",-10.0
"[103.0, 69.6344]",-10.0
"[103.0, 69.418]",-10.0
"[103.0, 69.2017]",-10.0
"[103.0, 68.9855]",-10.0
"[103.0, 68.7694]",-10.0
"[104.0, 68.5535]",-10.0
"[104.0, 68.3377]",-10.0
"[104.0, 68.122]",-10.0
"[104.0, 67.9064]",-10.0
"[104.0, 67.691]",-10.0
"[104.0, 67.4757]",-10.0
"[104.0, 67.2606]",-10.0
"[104.0, 67.0456]",-10.0
"[104.0, 66.8308]",-10.0
"[104.0, 66.6161]",-10.0
"[104.0, 66.4015]",-10.0
"[104.0, 66.1871]",-10.0
"[104.0, 65.9729]",-10.0
"[104.0, 65.7588]",-10.0
"[104.0, 65.5448]",-10.0
"[104.0, 65.331]",-10.0
"[104.0, 65.1174]",-10.0
"[104.0, 64.904]",-10.0
"[104.0, 64.6907]",-10.0
"[105.0, 64.4775]",-10.0
"[105.0, 64.2645]",-10.0
"[105.0, 64.0517]",-10.0
"[105.0, 63.8391]",-10.0
"[105.0, 63.6266]",-10.0
"[105.0, 63.4143]",-10.0
"[105.0, 63.2022]",-10.0
"[105.0, 62.9903]",-10.0
"[105.0, 62.7785]",-10.0
"[105.0, 62.5669]",-10.0
"[105.0, 62.3555]",-10.0
"[105.0, 62.1443]",-10.0
"[105.0, 61.9332]",-10.0
"[105.0, 61.7223]",-10.0
"[105.0, 61.5117]",-10.0
"[105.0, 61.3012]",-10.0
"[105.0, 61.0909]",-10.0
"[105.0, 60.8807]",-10.0
"[105.0, 60.6708]",-10.0
"[105.0, 60.4611]",-10.0
"[105.0, 60.2516]",-10.0
"[105.0, 60.0422]",-10.0
"[105.0, 59.8331]",-10.0
"[105.0, 59.6241]",-10.0
"[105.0, 59.4154]",-10.0
"[105.0, 59.2068]",-10.0
"[105.0, 58.9985]",-10.0
"[105.0, 58.7903]",-10.0
"[105.0, 58.5824]",-10.0
"[106.0, 58.3746]",-10.0
"[106.0, 58.1671]",-10.0
"[106.0, 57.9598]",-10.0
"[106.0, 57.7526]",-10.0
"[106.0, 57.5457]",-10.0
"[106.0, 57.339]",-10.0
"[106.0, 57.1326]",-10.0
"[106.0, 56.9263]",-10.0
"[106.0, 56.7202]",-10.0
"[106.0, 56.5144]",-10.0
"[106.0, 56.3088]",-10.0
"[106.0, 56.1034]",-10.0
"[106.0, 55.8982]",-10.0
"[106.0, 55.6932]",-10.0
"[106.0, 55.4885]",-10.0
"[106.0, 55.2839]",-10.0
"[106.0, 55.0796]",-10.0
"[106.0, 54.8755]",-10.0
"[106.0, 54.6717]",-10.0
"[106.0, 54.4681]",-10.0
"[106.0, 54.2647]",-10.0
"[106.0, 54.0615]",-10.0
"[106.0, 53.8585]",-10.0
"[106.0, 53.6558]",-10.0
"[106.0, 53.4533]",-10.0
"[106.0, 53.2511]",-10.0
"[106.0, 53.0491]",-10.0
"[106.0, 52.8473]",-10.0
"[106.0, 52.6457]",-10.0
"[106.0, 52.4444]",-10.0
"[106.0, 52.2433]",-10.0
"[106.0, 52.0425]",-10.0
"[106.0, 51.8419]",-10.0
"[106.0, 51.6415]",-10.0
"[106.0, 51.4414]",-10.0
"[106.0, 51.2415]",-10.0
"[106.0, 51.0419]",-10.0
"[106.0, 50.8425]",-10.0
"[106.0, 50.6433]",-10.0
"[106.0, 50.4444]",-10.0
"[106.0, 50.2457]",-10.0
"[106.0, 50.0473]",-10.0
"[106.0, 49.8491]",-10.0
"[106.0, 49.6512]",-10.0
"[106.0, 49.4535]",-10.0
"[106.0, 49.2561]",-10.0
"[106.0, 49.0589]",-10.0
"[107.0, 48.862]",-10.0
"[107.0, 48.6653]",-10.0
"[107.0, 48.4689]",-10.0
"[107.0, 48.2727]",-10.0
"[107.0, 48.0768]",-10.0
"[107.0, 47.8811]",-10.0
"[107.0, 47.6857]",-10.0
"[107.0, 47.4905]",-10.0
"[107.0, 47.2956]",-10.0
"[107.0, 47.1009]",-10.0
"[107.0, 46.9065]",-10.0
"[107.0, 46.7124]",-10.0
"[107.0, 46.5185]",-10.0
"[107.0, 46.3249]",-10.0
"[107.0, 46.1315]",-10.0
"[107.0, 45.9385]",-10.0
"[107.0, 45.7456]",-10.0
"[107.0, 45.553]",-10.0
"[107.0, 45.3607]",-10.0
"[107.0, 45.1687]",-10.0
"[107.0, 44.9769]",-10.0
"[107.0, 44.7854]",-10.0
"[107.0, 44.5941]",-10.0
"[107.0, 44.4031]",-10.0
"[107.0, 44.2124]",-10.0
"[107.0, 44.0219]",-10.0
"[20.0, 87.9767]",-10.0
"[26.0, 87.9643]",0.0
"[32.0, 87.9274]",0.0
"[38.0, 87.8673]",0.0
"[43.0, 87.7859]",0.0
"[49.0, 87.6855]",0.0
"[53.0, 87.5685]",0.0
"[57.0, 87.437]",0.0
"[61.0, 87.2932]",0.0
"[65.0, 87.139]",0.0
"[68.0, 86.9759]",0.0
"[70.0, 86.8054]",0.0
"[73.0, 86.6285]",0.0
"[75.0, 86.4463]",0.0
"[77.0, 86.2594]",0.0
"[79.0, 86.0686]",0.0
"[80.0, 85.8744]",0.0
"[82.0, 85.6774]",0.0
"[83.0, 85.4777]",0.0
"[84.0, 85.2759]",0.0
"[85.0, 85.0721]",0.0
"[86.0, 84.8667]",0.0
"[87.0, 84.6597]",0.0
"[88.0, 84.4514]",0.0
"[89.0, 84.242]",0.0
"[90.0, 84.0315]",0.0
"[90.0, 83.8201]",0.0
"[91.0, 83.6078]",0.0
"[92.0, 83.3949]",0.0
"[92.0, 83.1812]",0.0
"[93.0, 82.9669]",0.0
"[93.0, 82.7522]",0.0
"[94.0, 82.5369]",0.0
"[94.0, 82.3211]",0.0
"[95.0, 82.105]",0.0
"[95.0, 81.8885]",13.223326
"[95.0, 81.6717]",15.352179
"[96.0, 81.4546]",21.904749
"[96.0, 81.2372]",21.904749
"[97.0, 81.0196]",12.43233
"[97.0, 80.8018]",12.43233
"[97.0, 80.5837]",0.0
"[97.0, 80.3655]",0.0
"[98.0, 80.1472]",21.855923
"[98.0, 79.9286]",21.855923
"[98.0, 79.71]",-10.0
"[98.0, 79.4913]",-10.0
"[99.0, 79.2724]",21.855923
"[99.0, 79.0535]",21.855923
"[99.0, 78.8345]",21.855923
"[99.0, 78.6154]",21.855923
"[99.0, 78.3963]",9.483185
"[100.0, 78.1771]",11.475323
"[100.0, 77.9579]",11.475323
"[100.0, 77.7387]",21.904749
"[100.0, 77.5194]",11.475323
"[100.0, 77.3002]",12.05148
"[101.0, 77.0809]",14.570949
"[101.0, 76.8617]",21.904749
"[101.0, 76.6424]",14.570949
"[101.0, 76.4231]",10.098404
"[101.0, 76.2039]",0.0
"[101.0, 75.9847]",-10.0
"[101.0, 75.7655]",-10.0
"[101.0, 75.5464]",-10.0
"[102.0, 75.3273]",-10.0
"[102.0, 75.1083]",-10.0
"[102.0, 74.8893]",-10.0
"[102.0, 74.6703]",-10.0
"[102.0, 74.4514]",-10.0
"[102.0, 74.2326]",-10.0
"[102.0, 74.0138]",-10.0
"[102.0, 73.7951]",-10.0
"[102.0, 73.5765]",-10.0
"[103.0, 73.3579]",-10.0
"[103.0, 73.1395]",-10.0
"[103.0, 72.9211]",-10.0
"[103.0, 72.7028]",-10.0
"[103.0, 72.4846]",-10.0
"[103.0, 72.2664]",-10.0
"[103.0, 72.0484]",-10.0
"[103.0, 71.8305]",-10.0
"[103.0, 71.6126]",-10.0
"[103.0, 71.3949]",-10.0
"[103.0, 71.1773]",-10.0
"[103.0, 70.9598]",-10.0
"[104.0, 70.7424]",-10.0
"[104.0, 70.5251]",-10.0
"[104.0, 70.3079]",-10.0
"[104.0, 70.0908]",-10.0
"[104.0, 69.8739]",-10.0
"[104.0, 69.657]",-10.0
"[104.0, 69.4404]",-10.0
"[104.0, 69.2238]",-10.0
"[104.0, 69.0073]",-10.0
"[104.0, 68.791]",-10.0
"[104.0, 68.5748]",-10.0
"[104.0, 68.3588]",-10.0
"[104.0, 68.1429]",-10.0
"[104.0, 67.9271]",-10.0
"[104.0, 67.7115]",-10.0
"[104.0, 67.496]",-10.0
"[104.0, 67.2806]",-10.0
"[105.0, 67.0654]",-10.0
"[105.0, 66.8504]",-10.0
"[105.0, 66.6355]",-10.0
"[105.0, 66.4207]",-10.0
"[105.0, 66.2062]",-10.0
"[105.0, 65.9917]",-10.0
"[105.0, 65.7774]",-10.0
"[105.0, 65.5633]",-10.0
"[105.0, 65.3493]",-10.0
"[105.0, 65.1355]",-10.0
"[105.0, 64.9219]",-10.0
"[105.0, 64.7084]",-10.0
"[105.0, 64.4951]",-10.0
"[105.0, 64.282]",-10.0
"[105.0, 64.069]",-10.0
"[105.0, 63.8562]",-10.0
"[105.0, 63.6436]",-10.0
"[105.0, 63.4311]",-10.0
"[105.0, 63.2189]",-10.0
"[105.0, 63.0068]",-10.0
"[105.0, 62.7948]",-10.0
"[105.0, 62.5831]",-10.0
"[105.0, 62.3716]",-10.0
"[105.0, 62.1602]",-10.0
"[105.0, 61.949]",-10.0
"[105.0, 61.738]",-10.0
"[106.0, 61.5272]",-10.0
"[106.0, 61.3165]",-10.0
"[106.0, 61.1061]",-10.0
"[106.0, 60.8959]",-10.0
"[106.0, 60.6858]",-10.0
"[106.0, 60.476]",-10.0
"[106.0, 60.2663]",-10.0
"[106.0, 60.0568]",-10.0
"[106.0, 59.8476]",-10.0
"[106.0, 59.6385]",-10.0
"[106.0, 59.4296]",-10.0
"[106.0, 59.221]",-10.0
"[106.0, 59.0125]",-10.0
"[106.0, 58.8042]",-10.0
"[106.0, 58.5962]",-10.0
"[106.0, 58.3883]",-10.0
"[106.0, 58.1807]",-10.0
"[106.0, 57.9733]",-10.0
"[106.0, 57.766]",-10.0
"[106.0, 57.559]",-10.0
"[106.0, 57.3522]",-10.0
"[106.0, 57.1456]",-10.0
"[106.0, 56.9393]",-10.0
"[106.0, 56.7331]",-10.0
"[106.0, 56.5272]",-10.0
"[106.0, 56.3214]",-10.0
"[106.0, 56.1159]",-10.0
"[106.0, 55.9107]",-10.0
"[106.0, 55.7056]",-10.0
"[106.0, 55.5008]",-10.0
"[106.0, 55.2961]",-10.0
"[106.0, 55.0918]",-10.0
"[106.0, 54.8876]",-10.0
"[106.0, 54.6836]",-10.0
"[106.0, 54.4799]",-10.0
"[106.0, 54.2764]",-10.0
"[106.0, 54.0732]",-10.0
"[106.0, 53.8702]",-10.0
"[106.0, 53.6674]",-10.0
"[106.0, 53.4648]",-10.0
"[106.0, 53.2625]",-10.0
"[106.0, 53.0604]",-10.0
"[106.0, 52.8585]",-10.0
"[107.0, 52.6569]",-10.0
"[107.0, 52.4555]",-10.0
"[107.0, 52.2543]",-10.0
"[107.0, 52.0534]",-10.0
"[107.0, 51.8527]",-10.0
"[107.0, 51.6523]",-10.0
"[107.0, 51.4521]",-10.0
"[107.0, 51.2521]",-10.0
"[107.0, 51.0524]",-10.0
"[107.0, 50.8529]",-10.0
"[107.0, 50.6537]",-10.0
"[107.0, 50.4547]",-10.0
"[107.0, 50.256]",-10.0
"[107.0, 50.0575]",-10.0
"[107.0, 49.8593]",-10.0
"[107.0, 49.6613]",-10.0
"[107.0, 49.4635]",-10.0
"[107.0, 49.266]",-10.0
"[107.0, 49.0688]",-10.0
"[107.0, 48.8718]",-10.0
"[107.0, 48.675]",-10.0
"[107.0, 48.4785]",-10.0
"[107.0, 48.2823]",-10.0
"[107.0, 48.0863]",-10.0
"[107.0, 47.8906]",-10.0
"[107.0, 47.6951]",-10.0
"[107.0, 47.4999]",-10.0
"[107.0, 47.3049]",-10.0
"[107.0, 47.1102]",-10.0
"[107.0, 46.9157]",-10.0
"[107.0, 46.7215]",-10.0
"[107.0, 46.5276]",-10.0
"[107.0, 46.3339]",-10.0
"[107.0, 46.1405]",-10.0
"[107.0, 45.9474]",-10.0
"[107.0, 45.7545]",-10.0
"[107.0, 45.5618]",-10.0
"[107.0, 45.3695]",-10.0
"[107.0, 45.1774]",-10.0
"[107.0, 44.9855]",-10.0
"[107.0, 44.7939]",-10.0
"[107.0, 44.6026]",-10.0
"[107.0, 44.4116]",-10.0
"[107.0, 44.2208]",-10.0
"[107.0, 44.0303]",-10.0
"[20.0, 88.2015]",-10.0
"[27.0, 88.1875]",0.0
"[34.0, 88.1462]",0.0
"[40.0, 88.0792]",0.0
"[46.0, 87.9893]",0.0
"[52.0, 87.8792]",0.0
"[56.0, 87.752]",0.0
"[61.0, 87.6104]",0.0
"[65.0, 87.4567]",0.0
"[68.0, 87.2932]",0.0
"[71.0, 87.1214]",0.0
"[73.0, 86.9427]",0.0
"[76.0, 86.7583]",0.0
